question_id,dialogue,topics
578f39718c7fea4365aac389,I feel stuck in life. What can I do?. I am in my 30s with 2 kids and no job and I'm behind on the bills. I've been trying everything with no results. I feel like everyone else puts their needs in front on mine. I give intil it hurts and I'm afraid that I'm going to fail my babies I've been struggling for 5 yrs in a relationship with no communication and no alone time. How can I get some support?,"[""Family Conflict"", ""Parenting"", ""Relationships"", ""Stress""]"
564aa3195e8030c4305b3113,"Could a rape that happened years ago be the cause of my anxiety?. I was raped repeatedly when I was younger. I told my parents and action was taken, but now that I’m an adult, I suffer from extreme anxiety","[""Anxiety"", ""Trauma""]"
5581331ea29507431fcd9f20,How can I determine if I should be a boy or girl?. I feel like I would be more comfortable as a girl even though I still like girls. I think I'm like a girl stuck in a guy body. I imagine myself as a girl too. I think this more because my friends say that if I was a girl I would be a hot looking one. And I don't care about having boobs or anything. I just feel like the way that I do act will make more sense if I was a girl,"[""LGBTQ""]"
564944f25e8030c4305b30fe,How can I stop feeling sad at my mother's passing over a year ago?,"[""Depression""]"
56ad3338014e2eff2b4fee2d,What should I do if I think my partner is cheating?. How can I know if I'm just being paranoid?,"[""Intimacy"", ""Relationships""]"
57745619b9ff751f196e8df4,Why can't I let myself trust my partner?. I've been with my partner for 4 years. She's given me no reason not to trust her. But lately I've been overreacting a lot when she's just doing normal things. I think it's triggering my bad past relationships. How can I get rid of these insecurities and be more trusting with her?,"[""Relationships""]"
56aaceeb014e2eff2b4fede8,"How do I get my dad to understand that I don't want him to date or marry my best friend?. I have known her for years. She was dating my brother-in-law when we met. My kids think of her as their aunt. On Halloween 2014, I lost my mom to cancer. My mom and dad were still married when she passed away. My friend was there for me through that and my own cancer diagnosis. She has been a very big part of both me and my kids’ life, but now last month, my dad told me that he really likes my friend and wants to marry her. She’s like a sister to me. My kids hate the idea","[""Family Conflict""]"
58a3467a152ba8625f4005fb,How can I be less stressed?. I need help dealing with stress. How can I handle it all and feel less stressed out?,"[""Stress""]"
576fbf983c9e6b307a8ae5f6,"What should I do about my marriage and my wife's behavior?. My wife and I got separated because I asked about her contact with a male friend of hers. The next day, she kicked me out. She let me move back two days later. Yesterday, she said she wanted a divorce then quickly changed her mind. I asked if the other guy was a factor, but she says it's not my business","[""Intimacy"", ""Marriage""]"
5643b88f000d774453b67197,"I was duped into getting married to a therapist, but once her immigration status was secure, she bolted.. How do I ever trust another woman? I have found myself constantly reading between the lines with every other woman that I meet. I am having a difficult time making any sort of connection to anyone because of her deception and willingness to say and do literally anything in order to control my emotions. Once the ""relationship"" was over, she became extremely abusive and has attempted to intimidate me into silence regarding the many false claims made on her immigration application","[""Family Conflict"", ""Legal & Regulatory"", ""Marriage""]"
5727b4c1f90871f676cf47f5,"How can I deal with gender dysphoria in a positive way?. I'm transgender, I know I am, but I've only told a few friends. I know I can't tell my family because of previous conversations we've had. They just wouldn't accept it. My gender dysphoria is getting really difficult to deal with on my own. I need some strategies for dealing with it. What should I do?","[""Human Sexuality"", ""LGBTQ""]"
5749d91ec792dd6c7063e4e0,Does my daughter have a mental disability?. My daughter is in later elementary school. She can't color in the lines. Her words jumble together when she writes unless there are big spaces or she skips lines,"[""Parenting""]"
55fb0b37b6e30dc92f5089f5,How do I communicate with my boyfriend of ten years without him feeling like I'm attacking him?,"[""Relationships""]"
56907b2d18f87bc857570ebd,"How can I not miss my boyfriend while he's in Ireland?. My boyfriend is in Ireland for 11 days, and I am an emotional wreck","[""Relationships""]"
577f36087fe85f1465e20094,"How do I end an unhealthy relationship?. My boyfriend and I have a toxic relationship due to his emotional and verbal abuse but he makes me feel like I could never find someone better, and that I can't be happy without him. How do I get away from this relationship?","[""Relationships""]"
575ddb401678099351171084,"Why is my ex-boyfriend upset with me?. I went to my ex-boyfriend to reach out to one of his high school friends who's attempted to commit suicide. When I went to him to reach out to his high school friend, he told me that I put him in a terrible position and put an enormous load on his shoulders. He was very angry that I went to him to do that. Am I in the wrong for going to him to reach out? He helped me so much with my depression and bad habits, so that's why I thought of him to reach out. He made me feel awful for thinking highly of him to help. Why did he react this way towards me? I think he's being selfish","[""Intimacy"", ""Social Relationships""]"
561d87cfe88a65597bb56a71,"I hate talking to people much less strangers. My doctor thinks that seeing a psychiatrist will help with my depression and anxiety. Now my anxiety is worse, what do I do? Writing on here has taken every bit of strength I have left","[""Anxiety"", ""Depression""]"
56a281d120fd22722a536086,"How do I learn to feel emotion?. I don't know how to have emotions. I never had any from my birth. Being human, I think of myself as a monster. I enjoy pain. I cut myself for my climax during sex. I think most of the time, I lie, even when sometimes it would have been easy just to tell the truth. I was in rehabilitation for four year. I have made love with both men and women, but it made no impact in my emotions. The books that I enjoy reading H.P. Lovecraft and Edgar Allen Poe. I go hunting every Saturday. I feel powerful. I don't enjoy the killing of the creature, but the hunt of it and to eat and drink the flesh and blood of the creature","[""Depression"", ""Self-esteem""]"
572e9afbaaeea25a1918b560,How can I move forward from my boyfriend leaving me with no explanation?,"[""Relationship Dissolution""]"
55cd13ce62d3feaf42f11d54,"Why is he treating me like I am not a good woman?. I am currently living in a hotel and I don’t have a family. I met a guy a month ago. He is a bisexual. He has a lot of gay friends on social networking sites. He would not help pay for the room. When I asked for the TV remote control, he threw it elsewhere and asked me to get it. I slapped him and asked him to leave my room. We recently just got back together. One time I was sick. He came to visit and feed me but left no money. Then he texts me and brags about his house and car knowing that I have struggles living at a hotel. He says that he has a whole house where he can put me in and orders me to text him whenever I need someone to have sex with. He left his bath soap so he could come and get it. I think that he is trying to find a way to come back. Please help me. What’s going on? I am a good, loyal woman. Why is he treating me like this?","[""Human Sexuality"", ""LGBTQ"", ""Relationships""]"
57218c3ba3d94fca1ccf8eb6,Is it normal for married men to fantasize about having oral sex with men?,"[""Human Sexuality"", ""LGBTQ""]"
5668f7b98e6cb9fb4f71a447,"My wife is cheating and won’t tell me the truth.. I found out today that my wife is cheating on me. I love her, but she won’t tell the truth even when I have proof. When I beg her to tell the truth, she yells, cusses, and gets a huge attitude","[""Marriage""]"
57511303c792dd6c7063e5d2,"Should I be upset that my husband may have lied to me again?. I’m trying to make marriage work after a split. Before our split, he lied a lot and broke every promise to me. I don't think he cheated. Last month, I asked what women work with him, so he told me. Yesterday, I found out about a girl that he said he forgot about. Should I be upset?","[""Intimacy"", ""Marriage""]"
571791ef6720004c63d5292d,My son plays alone at recess.. Is this something I should be worried about? Should I do something about it?,"[""Parenting""]"
56bd60ba4e568f192e1bfb88,"i need answers to my angry, possessiveness, and urges. I need answers to my anger, possessiveness, and urges. I am angry all the time. I push people away so much that I actually blow up on people now because they ask me how my day is or was. I have a possessiveness to someone who is not even mine. I have these urges to hurt someone really bad. I want to see them beg for me to stop hurting. I want to hear their agonizing pained-filled voices. What is wrong with me?","[""Anger Management"", ""Relationships"", ""Social Relationships""]"
56dcf60656eceaa34f948f94,"Why does it feel as if self-harm is an addiction?. I self-harm, and I stop for awhile. Then when I see something sad or depressing, I automatically want to self-harm","[""Addiction"", ""Depression""]"
5736b069aaeea25a1918b6d8,"How do I get over a fear of pain during sex?. My boyfriend and I have a terrible sex life after three years of dating, and I don't know what to do. I have this lingering fear of pain during sex after having two partners previously who weren't careful. How can I stop projecting this onto my current boyfriend?","[""Human Sexuality"", ""Intimacy"", ""Relationships"", ""Trauma""]"
5748864ac792dd6c7063e479,"Is it normal to hate my mom?. She has chronic inflammatory demyelinating polyneuropathy, and I’m her caregiver. All she does is complain, hit me, call me names, and say things happened that didn’t. When I tell her, she explodes. I didn’t always hate her, but now every little thing she does irritates me, and I don’t have the means to live on my own","[""Family Conflict""]"
5767bebc008fce8e73e1eb94,"Why is my fiancé angry at me about his automobile insurance?. My fiancé and I recently had an argument over finances. He gives me the money each month to pay his automobile insurance. He no longer has one of the vehicles on the policy. He realized he was still paying for the coverage and asked why I was allowing him to continue to do that since I was physically paying it for him. My response was that he was giving me the money, and I just made the payment. I didn't think of the coverages. He was angry about it. I still can't figure out that anger","[""Intimacy"", ""Relationships""]"
577e4d0b7fe85f1465e2006e,"My girlfriend can't stand it when I touch her.. My girlfriend was abused as a child. Now, if I hug or touch her in any kind of way she says she feels as if she is being abused as a child. What might be going on?","[""Human Sexuality"", ""Intimacy"", ""Trauma""]"
5760b58416780993511710e0,"How do I handle being wanted in a relationship when I'm used to feeling unwanted?. I've always thought that there wasn't much good out there for me. Now that things are actually going well, it kind of scares me. I spent most of my life feeling unwanted and figured I would be alone. I recently met a great woman who seems to really like me, and I don't know how to process this. It's bothering both of us","[""Relationships"", ""Self-esteem""]"
5579c504a9732755160c6a58,Any suggestions for erection problems?. I'm a 40 year old male and having erection problems. Still have the desire for a woman. Awfully frustrated. Any suggestions? My Doc doesn't want to discuss it,"[""Intimacy""]"
56e087ea095966e22a8c14a3,"Our grandson wants to talk to his estranged mom.. We are the legal guardianship of our grandson. He has been acting out, and he wants to talk to his mom that has not talked to him since before last year. How are we to handle this?","[""Parenting""]"
5667b0d71678044a13a77704,Can a mental breakdown last 10-15 minutes?,"[""Anxiety"", ""Depression""]"
5744e52ac792dd6c7063e40e,"What can I do about my boyfriend insulting my body?. I'm in my early 20s, and I've been seeing my boyfriend for a year now. My boyfriend has always been the sweetest guy until recently. He has made comments such as “you would look better as a Tumblr girl"" or ""you should start doing more squats."" It's really hurtful","[""Intimacy"", ""Relationships""]"
574a6955c792dd6c7063e4ef,"Is it weird or dangerous to give myself advice through an imaginary friend?. I'm a teenager, and I created a sort of imaginary friend to help me cope with stressful situations or if I'm worried or upset. She ""gives me advice"" and comforts me and tells me it'll be okay. I've given her a name (Solace) and created a personality for her that's like a comforting motherly figure. I know it's just my own advice and my own thoughts, but it's just that I'm thinking of them through a voice other than my own. I do this because I know I never really listen to my own advice, and I thought it would be better if it was through someone else who knew my thought process in and out, through this imaginary friend. Is this normal? Could it develop into a separate personality with time if I continue a mentality that she is her own person?","[""Behavioral Change""]"
570717572f77a225438f164b,"I lost my mom, and I feel like I'm depressed.. Last year, I just always felt hopeless. I don't have a great relationship with my sister. I lost my mother recently, and that really added to my sadness. My sister always brings up how I was never close to my mother","[""Family Conflict""]"
563d2aba5e89a58d24b6488f,Does my friend have depression?. I am really worried about one of my friends because I think he has major depression. He disagrees with me on that. He is shut off when it comes to talking to people and telling them how he really feels. He told me he feels empty inside and the only emotions he feels are anger and sadness. I suggested to him to get help and talk to his mom about it but he refuses,"[""Depression"", ""Social Relationships""]"
5750eeb7c792dd6c7063e5d0,"is it normal not to feel empathy?. I can't seem to feel any emotion except anxiety, not even for myself","[""Anxiety"", ""Depression""]"
56ff46b4fa722cdf047f292a,"Why am I with my husband if he is mean?. I love him, but he doesn’t show me love. He talks badly about me to his friends","[""Marriage""]"
5774ccf16e5d8fd6231b5d17,"My girlfriend is always accusing me of cheating on her when I haven't. Over a year ago I had a female friend. She turned out to be kind of crazy so I decided to stop talking to her. When she would call me I wouldn't answer the phone. This made my girlfriend really suspicious. She would ask me why I wouldn't ever answer that phone number. I told my girlfriend that I don't want to be friends with that other woman, but I don't think she believes me. How can I get my girlfriend to understand?","[""Relationships"", ""Social Relationships""]"
5616474b0d43008e3674058b,How do I go about asking my ex-girlfriend to expose me to her friends so I can come out finally?,"[""LGBTQ""]"
56b266f0c2bfe0f729d6e738,"My daughter calls me crazy, and I’m not sure how to handle that.. I am divorced and happily remarried. Our blended family of children are in their 20s. My youngest, age 20, continues to call me crazy and favors her dad. He was abusive to me, and I left with injuries. He never wanted kids, and I did. He paid child support only through forced wage earners. Now my daughters favor him after all the sacrifices I made for them the past 15 years as a single mom. I don’t deny them a relationship with their dad, but to be called crazy and then watch them hang out with him hurts me to the very core. I’m not sure how to handle this","[""Family Conflict"", ""Parenting"", ""Relationship Dissolution""]"
55c6cdd64beecdd02c51e5ab,"My wife has a diminished libido, and is faking orgasms and denying it. What do I do?. My wife and I are newly married, about 2 months. We've had some issues surrounding sex, particularly her lack of libido. She's on an anxiety medication, of which diminished libido is a side effect, but I think our issue is also partly one of a lack of intimacy/romance centered around my hectic schedule. Our sex life has suffered as a result. Tonight she made a genuine effort to let me know she wanted sex, which is a big deal. Once things started, she had the most obviously fake orgasm I've ever encountered. I was honest with her about why, and told her that the most important thing to me in sex was knowing that she was legitimately enjoying it. She responded angrily with a complete denial of the faking. I don't know how to broach this subject and have an honest conversation. I think she will continue to lie to me about faking it which will cause our sex life to spiral further. Please help","[""Intimacy""]"
5738dd574eb3dd523a6db440,"How do I start taking initiative in my relationship?. I don't speak up if I'm uncomfortable and hardly ever make plans for us when we hang out. He is a very open and straightforward person, so he is getting upset with me for my lack of proper communication. We've been together two years and have identified this as our main problem. Arguments have arised from this single issue many times","[""Behavioral Change"", ""Relationships""]"
56cbd79fec2fe82640a5fcd1,"How do I get rid of depression?. I've been feeling worthless, unaccomplished, and so frustrated. I want to break things, hit myself, run away, kick, scream, and cry. I just want to be happy and outgoing again. I want to be able to take care of my daughter and live comfortably","[""Depression""]"
575e275e167809935117108a,"How can I talk to my psychologist about upping my dose of Xanax?. I’ve been on 0.5 mg of Xanax twice a day for the past month. It hasn't been helping me at all, but when I take 1 mg during a big anxiety attack, it calms me down. I was wondering how I can ask my psychologist to up the dose to 1 mg twice a day without her thinking I'm abusing them. I just have very big anxiety attacks. Should I stay on the 0.5mg and deal with the attacks or should I ask to up the dose? I'm afraid she will take me off them and put me on something else","[""Anxiety""]"
572a9142aaeea25a1918b489,"I am 20 and miserable.. I have no friends, no hobbies, and no interest in anything. I get annoyed with everything and everyone. I am always tired, i can sleep 8 hrs or 12 hrs and im still tired. I don't know what to do. Is this normal?","[""Depression""]"
56f1ce62466e9f5456bb4874,How can I deal with the stress of my mother?. My mom is always bossy and treats me like a child even though I'm in my 20s. She argues with me over stupid stuff,"[""Family Conflict"", ""Stress""]"
5580d739a29507431fcd9efa,"I don't trust my boyfriend. I found messages between my boyfriend and this girl on social media. He was asking her for naked pictures and then hung out with her once, but nothing happened. I didn’t find out about the messages until last month and that was six months after it happened. I can’t trust him anymore and I'm just wondering if I ever will. He admitted that he wanted to have sex with her but he didn't. He was only talking with her because he thought we were going to have a break up. My heart is completely broken. I feel like I'm in competition with every girl on the planet for my boyfriend’s affection. I'm afraid that he doesn't like me anymore, but without me he's homeless and without a car. I love him so much. It's been tearing me apart. I don't feel pretty anymore though. I don't feel good enough for anyone or anything. I thought I knew him as well as I knew myself. Then all of a sudden my world was flipped upside down. I'm still trying to figure out which way is up","[""Relationships"", ""Self-esteem""]"
561f22867f76d02120593ce3,"My ex left without fully explaining but I feel broken and empty. About 5 months ago my ex left without fully explaining why. For me it seemed out of the blue. I don't miss her as much as I used to but I just don't trust people anymore, not even my friends who I have known since my childhood not even my family. I'm so terrified of being judged or dismissed. Instead of acting like someone else or putting on a mask of a personality, I've just shut down. I haven't felt that sense of comfort and happiness with myself since everything fell apart. I'm scared to because I don't want it to be taken away from me again. I feel like ever lesson I learn only last a day. I just don't know what to do. I'm working at a place I know I should enjoy. I'm keeping up with my creative passions: working out, eating healthy, etc. I'm doing everything the books say I should do, but I don't feel any different. I just don't know what to do","[""Relationships"", ""Self-esteem""]"
568a357be716b51523007bbf,"How do I open up to someone?. Ever since my ex-boyfriend and I broke up, I can't seem to get close to anyone else. I know I'm completely over him, but I just can't break down my walls and let someone new into my life","[""Intimacy"", ""Relationships"", ""Social Relationships""]"
557fc9c3a29507431fcd9e9e,How do I move on from my husband's cheating?. My husband cheated on me and it hurt me very bad. It was a time when my health was poor. I'm have a hard time moving on,"[""Human Sexuality"", ""Marriage""]"
55d0261d6ae5f72373d44185,"Is there a lawsuit for counselors and therapists who failed to report a relapse?. I have a relative who is in his twenties. He was in a drug rehabilitation program and got kicked out for using drugs again. No one informed family that he was using drugs again. He subsequently overdosed and was found dead. Is their accountability of counselors, therapists or the halfway house for not reporting that he had relapsed? Is there a legal case for failing to report?","[""Addiction"", ""Legal & Regulatory""]"
5689cdeee716b51523007b9b,Why won’t my boyfriend for almost two years talk about our future together when he says he’s in love with me?,"[""Relationships""]"
57799c9772f4321a37b64221,"Is it normal to cry during therapy?. I start counseling/therapy in a few days (I'm freaking out) but my main fear is that I'll cry and embarrass myself, is it something to worry about?","[""Anxiety""]"
56ef4246a2549bd957c94ace,"Why do my boyfriend and I have such trouble communicating?. We’ve been together almost three years. We argue and he ends it by telling me he doesn’t love me. It's hurtful because I am all about resolving the problem, and he dwells on the issue even if I drop what he's done and just swallow my pride and say I am sorry. How can this be resolved? We have kids, and I don't want a broken family because we can't communicate","[""Relationships""]"
561ef80fdb761a811c20a293,"My boyfriend says he needs time to think about us. I found out my boyfriend takes anti-depression medicine. Lately he's been saying he has a lot on his mind, and he needs time to think about us. We've only been dating 3 weeks but I like him a lot","[""Relationships""]"
575cd088c792dd6c7063e832,"How do I make my relationship with my girlfriend better?. She's busy because her mom makes her clean all the time and go out places with her family. We don't talk much because of it. Also, we have little fights. We want to work it out but we don't know how","[""Intimacy"", ""Relationships""]"
562038e4e3be3a3128a82801,Am I going to be alone forever?. I feel like I'm trying to convince myself that I'm okay when I'm not. I'm always blocking out the bad things and forgetting. I also feel like nobody cares for me and they never will. I feel truly alone,"[""Self-esteem""]"
575cd307c792dd6c7063e834,"What's the best way to handle my spouse's narcissism and bipolar disorder?. He is always telling me our fights are only and all my fault, he bashes me to our young child, and he is addicted to a few substances","[""Addiction"", ""Behavioral Change"", ""Intimacy"", ""Marriage""]"
558118d2a29507431fcd9f16,"How can someone like me be happy?. I have been diagnosed with ADHD and experienced manic depression episodes. I have problems with anger management. Apparently, I also have an ODD, bipolar and split personality. How can I be truly happy?","[""Anger Management"", ""Depression""]"
567d050aa377e46d7ebe2b95,"I'm desperate for attention, and I don't know what to do about it.. I like getting attention from men. I don't have sex. I lead them on to thinking I might want to. I like to tease, I like for men to chase me, and I like to feel wanted","[""Human Sexuality"", ""Relationships"", ""Self-esteem""]"
56f5f9e9b814e1ce46371912,"How can I get over my depression and grief?. My dad passed away when I was a teenager. I never got any help, and five years later, I feel like I can't handle it anymore","[""Depression""]"
5850880c950e2507cf23dd3e,How can I best fight the winter blues?. Every winter I find myself getting sad because of the weather. How can I fight this?,"[""Depression""]"
567ecd1ba377e46d7ebe2bbf,"Why don't I feel normal?. I don't feel like myself anymore. For example, I could walk up an entire flight of stairs before realizing that my legs are moving. I feel like I’m watching my life be lived by someone else","[""Behavioral Change""]"
574feab3c792dd6c7063e584,"Why does my husband like dressing as a female in our bedroom?. He wants to wear makeup and heels. He even tucks his penis away to resemble a vagina. He wants me to wear a strap on and have anal sex with him. I have tried this for him, but I don’t like it and have told him so. He keeps making comments about it and says he can't live without it","[""Human Sexuality"", ""LGBTQ"", ""Marriage""]"
565f7d1f0901991a77b207f8,"Why does my mom show more love to my brothers than me?. She treats me like I'm not in her presence. She’s always yelling at me for no reason. She gives more respect to my brothers than me, but only my brothers fight her while I respect her","[""Family Conflict""]"
570f17f8158c725435c30670,How can I get therapy for posttraumatic stress disorder without any money or insurance?,"[""Trauma""]"
56c10440e585814a2b47434a,"Why do I want to be the opposite sex so much?. I got sick really bad and was throwing up for three days and nights. I thought I was going to die. Then about a week later, I started having this desire to be female. I never had this desire before. All I can think about is being a woman. I don't get pleasure from my penis anymore either. Women are attractive, but not like before. I can also find men attractive now. I'm too ashamed to tell anyone","[""Behavioral Change"", ""LGBTQ""]"
570f1371158c725435c3066e,"Can I get over PTSD on my own?. I have PTSD from childhood events and other traumas as an adult. I have panic attacks, nightmares, anger, and at times depression. I feel like I'm always on the edge or just apathetic. Can I fix this by myself?","[""Trauma""]"
568b3dc1e716b51523007bec,How do I get my wife to forgive me?. I didn't trust my wife when I found out that she had a new guy friend that she was texting and calling. I investigated him before I found out that he was gay and that there was nothing going on. Now all my wife and I do is fight about trust,"[""Intimacy"", ""Marriage""]"
5664cec20901991a77b2088e,"I lie to my mom about my relationship.. I use to be so happy. No matter what, I always was happy. I got into a relationship with this guy. I love him so much. We’re both teenagers. The week after his birthday, my mom made me stop talking to him. It broke me. He came to my house and talked to her, and she let us date again but not see each other. He comes up to my school every day and it tears me apart that I have to lie to her","[""Family Conflict"", ""Relationships""]"
5720e184560e527e064f0767,"How can I have a normal sex life with my significant other when I keep having triggers from past sexual abuse?. I'm fine when we start becoming intimate, but out of nowhere, I will get a flashback of what happened to me in the past. I start hysterically crying and freaking out when my boyfriend obviously has done nothing to hurt me","[""Intimacy"", ""Trauma""]"
56679fa51678044a13a776fb,"What can I do when I can’t stand being alone?. I have no real friends. I have a girlfriend who irritates me but loves me to death. I push her away and pushes me away. We’re going through a breakup, and I have nobody","[""Depression"", ""Relationships""]"
56f53228b814e1ce4637190c,"I’m having problems moving on. We're not together, but I’m still doing things for him and we are intimate. He’s not there for his son","[""Relationship Dissolution""]"
55fa0b411c9509fb5a04c104,"My new husband constantly talks to himself. However, it seems as though he is really talking to someone other than himself. I have even accused him of having a secret phone. Is he trying to make me crazy on purpose, or is he really talking to himself?","[""Relationships""]"
5567d26887a1cc0c3f3d8f46,"Keeping secrets from my family. I have secrets in my mind, and I don't know what to do with them. I don't want to tell my wife and mom because I don't want to hurt them. But I'm not sure how long that I can keep the secret to myself. What should I do? It's becoming annoying and making me anxious. Help me out","[""Family Conflict""]"
574a69d0c792dd6c7063e4f1,"How do I know if my daughter has bipolar disorder?. My daughter basically freaked out out of nowhere over me saying “calm down” when she dropped her phone. Within seconds, the situation escalated to her kicking me out on the curb, saying horrifically unspeakable things, and her calling the cops on me. She seems unable to stop herself at times","[""Behavioral Change""]"
55810dbda29507431fcd9f0d,"I don't believe in myself anymore. I was married to a narcissist sociopath for 10 years. During that time I was a general manager. I used to help him financially and in other ways when we were together. But things began to change. He emotionally and sexually drained me. I lost my spirit. I used to be a very happy person but now I am a loner. I left him and moved to another state. Currently, I'm working as a server which makes me believe less in myself. I feel pity for myself a lot but don't know what to do. When I have money problems, he does not help me. He actually enjoys seeing me have a hard time in my life. I need help","[""Depression"", ""Relationship Dissolution"", ""Self-esteem""]"
557f06d6b1b211b80376b6ab,What should I do if my boyfriend can't get over my past?. My boyfriend can't get over my promiscuous past. He says he loves me but says the thought of my past is disgusting and a sexual distraction. He says he should have had more sex with different people. I don't know how to handle this,"[""Intimacy"", ""Relationships""]"
575d66cf1678099351171080,"How can I convince my mother I have anxiety and panic attacks?. I've been dealing with this for years. My mom thinks I'm overly emotional and refuses to offer any help, like therapy or seeing a doctor. She's seen me when I'm having a panic attack and just said I was faking for attention or that I'm a hypochondriac. I just want to get better","[""Anxiety"", ""Family Conflict""]"
56738e09c67f93fb5b313e7f,"I'm scared of hurting my boyfriend after he had a cyst removed from his testicles.. My boyfriend and I have not had sex in a couple of weeks. He had to have a cyst removed on his testicles. I have been wanting to have sex with him for a while now, and it drives me crazy not to be able to make love to him. I'm scared to touch him and get close to him because I'm afraid that I will hurt him","[""Intimacy"", ""Relationships""]"
564b58c85e8030c4305b311b,"I feel insecure, on edge, and drink too much.. I feel insecure in my life. I don't think my wife truly wants our relationship even though she says she does. I have turned to drinking to help relieve my repressed stress about this and other issues. I have had a drinking problem for a few years. I feel the reason I drink is not just because I like to, but because I have lately been on edge. I’ve been very oddly emotional when watching movies that I have been watching for years. I’m paranoid about driving on main roads. I’m very jumpy at the slightest noises","[""Addiction"", ""Anxiety""]"
57294f73f90871f676cf4858,My friends don't put effort into our relationship. It's really hard to not have negative feelings about friends who don't put any effort into nourishing our relationship,"[""Social Relationships""]"
56d2f2aa9471b0b41ec68e4d,Is it healthy to embarrass a child as punishment?. My grandson's step-mother sends him to school with a pink Barbie backpack as a form of punishment,"[""Family Conflict"", ""Parenting""]"
5737ce55aaeea25a1918b6e7,"How do I get over my anxiety of talking to new people?. I'm socially awkward. I've always want to be popular. I've had the opportunity to be popular, but every time I get i,t I'm too scared. All I have to do is talk the popular people. They're really nice to me, but I'm too scared of change. I really want to work up the courage to lose my fear","[""Anxiety"", ""Social Relationships""]"
56b354ffc2bfe0f729d6e753,"I need help with my severe claustrophobia, motorphobia, and anxiety.. I've been having this ongoing problem for most of my life now. I am a young adult, and right now, driving and even being a passenger gives me terrible panic attacks and anxiety. I can't ride in the backseat or the front seat with the safety belt on. I have to lean the seat back a bit because the pressure on my back terrifies me. I miss so many opportunities to go places with friends and family because of my fears of having a panic attack. My family offers little to no support. They think it's fake or ""all in my head."" It makes me feel guilty and at times depressed to the point where I'd rather never wake up anymore. I am not self-harming, I just feel meaningless. This constant fear has taken over my thoughts and my life. I was such a happy person. I want my life back. I want to travel with my friends and family again, but I don't know how. I've almost given up hope on getting better and just accepting the fact that I'll live with this anxiety forever","[""Anxiety"", ""Depression"", ""Self-esteem""]"
568851aee716b51523007b4e,"How can I stop myself from making poor choices and hurting the one I love?. I've been in a relationship for over a year. He's cheated and lied. I heard he's married, but he says he's not. Everything is very up and down; there's no trust. Recently, he went on a trip, and I promised him I'd behave and not drink because when I drink, I drink too much, and I tend to make poor choices. This time, I made a huge mistake: I drank too much, and I cheated on him. I slept with another man for about five minutes before realizing what I was doing is wrong. I told him and he just got really rude. He called me names and threatened me. I feel bad as I do love him. We just have so many issues. I'm not a bad person, I've just made a lot of bad mistakes. It’s unintentional, and I know right from wrong, but why do I still make the wrong choice?","[""Intimacy"", ""Relationships""]"
55f57dc464addbfb68de8d9c,"Am I unworthy of being in a meaningful relationship?. I'm in a relationship, but I feel like I'm always putting more into it and not getting reciprocated. My ex told me that I will never find anyone else, and that's lingering in the back of my mind","[""Relationships""]"
56e2e783095966e22a8c1502,How can I be more open and honest with my dad?. I avoid talking to him because he always makes me more upset. I can't be honest with him about anything because he is always rude to me,"[""Family Conflict""]"
5570b7fea03de6c365f45ba1,Unethical Therapy Practices. What do you do when a therapist and a parent drugs a child and makes up lies in order to stop the other parent's custody visitation?,"[""Legal & Regulatory""]"
5766784320c0173024ce0bc6,Is being mean and fighting with my boyfriend normal after an abortion?,"[""Relationships""]"
574da957c792dd6c7063e560,"The organization I work for has told me I cannot go to my 12 step meetings.. This is my recovery, and I don't feel that it is okay for them to ask this. They told me it is policy due to the fact that I may run into a peer there. I am a peer counselor in the small community that I grew up in. I am in recovery myself. I was asked to come work for this organization after I was two years sober (I was in treatment in this organization). I work with mental health peers and run life skill groups. I don't work with substance peers","[""Addiction""]"
574f7aacc792dd6c7063e578,How do you overcome an embarrassing mistake and forgive yourself?. I am becoming a Water Safety Instructor but I didn't have enough for a proper swimsuit. I was told by a boy in class that my top was displaying everything. I was very embarrassed,"[""Self-esteem""]"
579aad97188cd61c1684e80a,How can I ask my boyfriend about who he's texting?. We've been in a long distance relationship for two and a half years. I recently saw his phone and saw the people he texts the most and one of them was a female coworker. I don't know how to approach this situation. How do I ask him about it?,"[""Relationships""]"
5612b4dd76ab99287e3b88ed,"How can I train myself to stop eating when I'm full?. I have no self control over food. Most people stop when they've had enough, but I keep eating for the pleasure of it. Especially with sweets - I'm never done eating dessert","[""Addiction""]"
5686e9c1e716b51523007b24,"Do I leave my cheating husband or share him with someone?. I've been with my husband for eight years now. We have split twice before, and the first time was because he cheated. I took him back months later, and he really tried making it up to me by making a lot of changes. However, we continued to have issues because of my lack of trust. My insecurities and trust issues lead to physical abuse, which lead to us separating again. During that separation, he consoled himself by talking to the same girl he cheated on me with. But we then ended up back together and worked it out for a while until I got pregnant with our second child. The baby was a few months old, and he confessed to me about his secret relationship with her. He told me how he could never stop talking to her and how, during our issues, she has been and is the only women he's gone behind my back with (but on a friendship level because she's miles away). He confessed how he fought feelings for her and feels like he's possibly in love with her too. He said he feels like he's in love with the both of us now because this women has fallen for him, and she hasn't been able to leave him alone since. Even though she knows that he's still with me and happy with our family, she can’t help it, and he confessed how his feeling for her are mutual. Being that he loves me too, he wanted to be with the both of us at the same time. He wanted to have affairs with her behind my back by flying her out and staying at a hotels, but he di","[""Intimacy"", ""Marriage""]"
